id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1168,20140913T000000,4,1,1360,5500,1.5,0,0,3,7,1360,0,1950,0,98115,47.6878,-122.285,1530,5790
1169,20150429T000000,3,2.5,1970,6291,2,0,0,4,7,1970,0,1998,0,98042,47.3627,-122.073,1980,8852
1170,20150327T000000,4,3.5,2820,7809,2,0,0,3,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904
1171,20140513T000000,3,1,1900,33888,1.5,0,0,4,5,1900,0,1942,0,98001,47.2738,-122.271,1430,19200
1172,20150303T000000,4,2.5,2110,7291,2,0,0,4,7,2110,0,1977,0,98033,47.6888,-122.201,2350,8625
1173,20150311T000000,3,2.5,1540,1564,2,0,0,3,7,1300,240,1998,0,98144,47.586,-122.313,1540,2875
1174,20140630T000000,4,2.25,2070,39446,1,0,0,3,8,1470,600,1977,0,98155,47.7765,-122.276,2140,12043
1175,20141209T000000,4,2.5,1790,5257,2,0,0,3,7,1790,0,1996,0,98030,47.3849,-122.204,1680,5320
1176,20150330T000000,4,3.5,4970,16582,2,0,3,4,11,3930,1040,1992,0,98006,47.5496,-122.12,3580,13335
1177,20141218T000000,2,1.5,1000,1075,2,0,0,3,7,840,160,2007,0,98144,47.5708,-122.288,1000,1083
1178,20150313T000000,5,2.5,3750,91681,2,1,4,3,10,3750,0,1925,0,98118,47.5379,-122.264,3540,24293
1179,20141029T000000,3,2.25,1840,10500,2,0,0,3,7,1840,0,1993,0,98034,47.7326,-122.234,1840,7374
1180,20150327T000000,3,2,1060,7412,1,0,0,3,7,1060,0,1987,0,98038,47.3897,-122.051,1080,7093
1181,20150304T000000,4,2.5,2810,4922,2,0,0,3,9,2810,0,2005,0,98074,47.614,-122.041,2920,4922
1182,20150416T000000,3,1.5,1790,4800,1.5,0,0,3,8,1790,0,1912,0,98119,47.6332,-122.362,1780,3600
1183,20140610T000000,4,2.5,1940,6206,2,0,0,3,7,1940,0,1990,0,98023,47.3063,-122.359,2060,7092
1184,20140725T000000,5,1.75,1550,5225,1.5,0,0,4,7,1550,0,1941,0,98108,47.554,-122.306,1220,5225
1185,20150323T000000,3,1.75,1660,7350,1,0,0,2,8,1660,0,1979,0,98023,47.3118,-122.337,1840,7673
1186,20140916T000000,3,3.25,3780,10623,1,0,1,3,11,2650,1130,1999,0,98006,47.5506,-122.101,3850,11170
1187,20140602T000000,3,2.5,2290,3475,2,0,0,3,9,2290,0,2006,0,98029,47.5551,-122.001,2340,3626
1188,20150224T000000,5,1.75,2060,10911,1,0,0,4,7,1360,700,1954,0,98177,47.7767,-122.365,2060,9688
1189,20150324T000000,4,2.25,2490,8700,1,0,0,3,7,1890,600,1976,0,98155,47.7397,-122.324,1470,7975
1190,20140512T000000,4,2,1730,5500,1,0,0,5,7,1010,720,1943,0,98106,47.5304,-122.353,1080,4900
1191,20140905T000000,2,1,720,4323,1,0,0,3,6,720,0,1942,0,98199,47.6604,-122.401,1460,3300
1192,20141205T000000,3,4.5,3950,6134,2,0,3,3,11,2880,1070,1998,0,98199,47.6413,-122.405,3050,5281
1193,20140616T000000,3,1.75,1150,9600,1,0,0,3,7,1150,0,1979,0,98045,47.4434,-121.774,1520,9976
1194,20150325T000000,3,2,2510,35255,1,0,2,3,9,2510,0,1994,0,98038,47.4012,-122.025,3140,36450
1195,20140729T000000,4,1.5,2060,16110,1,0,0,4,8,2060,0,1949,0,98004,47.5983,-122.202,2060,16110
1196,20150204T000000,3,2.25,1660,8188,2,0,0,4,7,1660,0,1988,0,98042,47.3766,-122.115,1660,7000
1197,20140626T000000,3,2.75,2850,14800,1,0,0,4,9,1920,930,1976,0,98006,47.559,-122.146,3300,10809
1198,20150324T000000,3,1.75,2570,14033,1,0,2,4,8,2570,0,1953,0,98166,47.4335,-122.338,2550,16100
1199,20141216T000000,4,2.5,2390,38258,2,0,0,3,8,2390,0,2001,0,98072,47.7433,-122.094,1960,17113
1200,20150327T000000,3,2,1430,7905,1,0,0,4,7,1430,0,1988,0,98092,47.2757,-122.145,1870,8400
1201,20140909T000000,3,1,1010,8906,1,0,0,5,7,1010,0,1968,0,98042,47.3627,-122.108,1150,10414
1202,20140804T000000,2,1,940,8384,1,0,0,3,5,940,0,1947,0,98146,47.5065,-122.364,1290,8384
1203,20150209T000000,3,2.5,2370,4375,2,0,0,3,8,2370,0,2006,0,98038,47.354,-121.999,2380,4606
1204,20150317T000000,3,2,1460,7860,1,0,0,5,7,1460,0,1967,0,98008,47.6233,-122.108,1850,8148
1205,20141002T000000,2,1,1170,5000,1,0,0,4,7,1030,140,1920,0,98136,47.5449,-122.388,1170,5850
1206,20150427T000000,4,3,3310,217800,1.5,0,0,3,9,3310,0,1989,0,98053,47.6616,-121.999,2810,217800
1207,20150331T000000,5,2,2960,10960,1,0,0,4,7,1500,1460,1957,0,98005,47.6162,-122.174,2160,10960
1208,20150331T000000,3,1,960,5512,1,0,0,4,6,960,0,1963,0,98056,47.4944,-122.165,1090,5837
1209,20141028T000000,2,1.75,1460,10506,1,0,0,3,7,1460,0,1983,0,98031,47.4048,-122.178,1460,8153
1210,20150330T000000,4,2.5,2090,4200,2,0,0,3,7,2090,0,2007,0,98038,47.3659,-122.017,2090,4200
1211,20140924T000000,4,3.5,2770,8763,2,0,0,3,8,2100,670,1996,0,98003,47.2625,-122.308,2030,7242
1212,20140528T000000,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,98058,47.4375,-122.176,2000,41817
1213,20140603T000000,5,3.5,3490,9680,2,0,4,3,9,2460,1030,1980,0,98177,47.7757,-122.391,3080,13489
1214,20150109T000000,2,1.5,870,747,2,0,0,3,8,800,70,2004,0,98103,47.6967,-122.342,1710,1280
1215,20140621T000000,4,2.25,2330,8994,2,0,0,3,8,2330,0,1986,0,98052,47.7264,-122.104,2330,8396
1216,20150123T000000,4,3,2320,13068,2,0,2,3,8,2320,0,1998,0,98198,47.3497,-122.317,2220,25265
1217,20140806T000000,2,1,770,5200,1,0,0,5,6,770,0,1969,0,98042,47.3627,-122.087,1150,5330
1218,20140909T000000,3,2.75,2370,4632,2,0,0,3,7,2370,0,2002,0,98038,47.3794,-122.022,2290,5012
1219,20150504T000000,4,2.5,2190,6300,1,0,3,3,7,1240,950,1960,0,98033,47.6918,-122.216,2730,14659
1220,20141103T000000,4,4,4500,11795,2,0,0,3,12,4500,0,1991,0,98027,47.5533,-122.098,3930,11576
1221,20140817T000000,3,2.5,2830,9680,2,0,0,3,10,2830,0,1991,0,98074,47.6249,-122.024,2970,8691
1222,20140722T000000,4,2,1560,7569,1.5,0,0,4,7,1560,0,1966,0,98058,47.4496,-122.155,1480,8755
1223,20140919T000000,3,2.25,2070,7207,1,0,0,3,8,1720,350,1973,0,98177,47.7735,-122.371,2350,7980
1224,20141027T000000,5,2.25,2710,19800,1,0,0,5,9,1910,800,1959,0,98005,47.5958,-122.175,2120,16400
1225,20150309T000000,3,1,1250,8800,1,0,0,3,7,1250,0,1955,0,98146,47.497,-122.357,1480,8200
1226,20140507T000000,3,1,1400,7410,1,0,0,3,6,1400,0,1944,0,98166,47.4798,-122.343,1070,7410
1227,20141106T000000,2,1,1080,9067,1,0,0,3,6,1080,0,1951,0,98168,47.4815,-122.331,1080,6647
1228,20141024T000000,4,2.25,2850,7453,2,0,0,3,9,2850,0,1991,0,98072,47.7439,-122.174,2700,8468
1229,20140502T000000,3,1.75,2240,10578,2,0,0,5,8,1550,690,1923,0,98115,47.6954,-122.292,1570,10578
1230,20150318T000000,4,3.5,4700,13730,2,0,3,3,11,3500,1200,1958,1995,98033,47.6899,-122.217,3210,15306
1231,20140820T000000,3,1.5,1960,4080,1.5,0,0,3,7,1960,0,1915,0,98115,47.6768,-122.31,1880,4080
1232,20150422T000000,4,2.5,2710,35009,2,0,2,3,9,2710,0,1992,0,98045,47.4815,-121.714,2330,35040
1233,20150326T000000,4,2.5,2410,7950,2,0,0,3,8,2410,0,1997,0,98034,47.7185,-122.226,1920,7713
1234,20141212T000000,4,3.25,1790,2460,2,0,0,4,7,1100,690,2000,0,98106,47.534,-122.346,1260,4040
1235,20141219T000000,3,2,1640,9234,1,0,0,5,7,1060,580,1967,0,98118,47.5162,-122.274,2230,10354
1236,20140611T000000,4,2.5,3470,32109,2,0,0,3,10,3470,0,1995,0,98077,47.7311,-122.036,3800,35181
1237,20150309T000000,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,98092,47.2737,-122.153,2400,21715
1238,20150320T000000,4,2.5,2030,7140,1,0,0,4,7,1400,630,1968,0,98008,47.6244,-122.109,1800,7565
1239,20140906T000000,2,1.5,1110,1200,3,0,0,3,8,1110,0,2000,0,98103,47.6931,-122.342,1110,1363
1240,20141028T000000,4,2.25,2390,13002,2,0,0,3,8,2390,0,1987,0,98023,47.3111,-122.35,2450,11200
1241,20141216T000000,4,2.5,3090,12511,2,0,0,4,10,3090,0,1998,0,98075,47.5932,-121.983,3100,10882
1242,20141201T000000,3,1,1010,7680,1,0,0,4,7,1010,0,1967,0,98034,47.732,-122.231,1320,7373
1243,20140613T000000,5,2.25,4200,5800,2.5,0,0,4,9,2910,1290,1906,0,98112,47.6284,-122.312,3060,5800
1244,20141125T000000,3,1,1980,9540,1,0,0,3,7,1080,900,1949,0,98133,47.7551,-122.353,1680,9529
1245,20150402T000000,4,1.75,1790,8372,1,0,0,4,8,1340,450,1976,0,98033,47.6605,-122.189,2180,10500
1246,20140722T000000,3,2,1580,7400,1,0,0,3,7,1050,530,1977,0,98052,47.6715,-122.162,1560,7458
1247,20140909T000000,6,1.75,2460,6000,1,0,0,4,7,1230,1230,1913,0,98115,47.6721,-122.323,1560,4275
1248,20140801T000000,3,2.5,1470,1204,3,0,0,3,8,1470,0,2006,0,98117,47.6998,-122.366,1460,1245
1249,20140715T000000,3,1,1040,6800,1,0,0,5,6,1040,0,1951,0,98178,47.492,-122.224,1430,6080
1250,20141208T000000,3,2.5,2930,19900,1.5,0,0,3,9,2930,0,1983,0,98077,47.7234,-122.066,3160,20492
1251,20140523T000000,3,2.75,1960,2500,1.5,0,0,5,7,1410,550,1926,0,98103,47.6744,-122.353,2040,5000
1252,20150509T000000,4,2.5,2980,12534,2,0,0,3,9,2980,0,1996,0,98031,47.3999,-122.211,2630,12534
1253,20140528T000000,2,1,780,6685,1,0,0,4,5,780,0,1948,0,98002,47.305,-122.215,880,6695
1254,20141217T000000,3,1,1190,9600,1,0,0,3,7,1190,0,1981,0,98045,47.4805,-121.762,1360,10140
1255,20140813T000000,2,1,1050,8750,1,0,0,4,7,1050,0,1951,0,98004,47.6294,-122.215,3360,20115
1256,20150209T000000,3,2.5,1560,4244,2,0,0,3,7,1560,0,2002,0,98038,47.3834,-122.027,1670,4251
1257,20140612T000000,5,2.75,2820,4608,1,0,0,3,7,1450,1370,1967,0,98117,47.6886,-122.361,1620,3840
1258,20140527T000000,3,1.75,1840,4030,1,0,0,5,7,1050,790,1925,0,98108,47.5549,-122.311,1840,5040
1259,20141103T000000,2,1,1200,2500,2,0,2,3,7,1090,110,1927,0,98112,47.6304,-122.301,2690,4800
1260,20141001T000000,4,2.25,2190,3746,2,0,0,3,8,2190,0,2005,0,98038,47.3896,-122.034,2200,3591
1261,20141024T000000,2,1,1380,5820,1,0,0,3,7,1380,0,1918,1976,98117,47.6875,-122.392,1540,4076
1262,20150406T000000,5,2.75,3710,8674,2,0,0,3,9,3710,0,1996,0,98056,47.514,-122.176,3250,8678
1263,20141008T000000,3,1.5,1370,11400,2,0,0,3,7,1370,0,1980,0,98045,47.4477,-121.77,1390,9600
1264,20141209T000000,6,2.25,2770,5854,1.5,0,0,3,8,2120,650,1921,0,98112,47.6466,-122.304,2300,5450
1265,20141022T000000,4,3.5,3850,8100,2,0,1,3,11,2430,1420,1995,0,98033,47.6855,-122.19,2620,9346
1266,20140918T000000,3,1,1110,9827,1,0,0,3,7,1110,0,1966,0,98198,47.369,-122.311,1540,10187
1267,20141212T000000,3,2.25,1830,13477,1,0,3,4,7,1170,660,1981,0,98034,47.7243,-122.21,1960,11344
1268,20141204T000000,4,2,1490,5300,1,0,0,3,7,1110,380,1977,0,98144,47.5949,-122.296,1330,1499
1269,20150227T000000,2,1,990,5643,1,0,0,3,7,870,120,1947,0,98115,47.6802,-122.298,1280,5700
1270,20141229T000000,3,2.25,1646,12414,2,0,0,3,7,1646,0,1996,0,98038,47.363,-122.035,1654,8734
1271,20150326T000000,2,1,720,4000,1,0,0,3,6,720,0,1918,0,98106,47.5346,-122.353,1630,4000
1272,20140805T000000,3,1.5,1380,11760,1,0,0,4,7,1380,0,1963,0,98055,47.4243,-122.202,1650,9855
1273,20150427T000000,3,1.5,1710,8364,2,0,2,3,7,1710,0,1944,0,98136,47.5175,-122.393,2430,9040
1274,20141007T000000,3,2.5,1450,8064,1,0,0,3,8,1450,0,1984,0,98074,47.6256,-122.037,1710,9554
1275,20140806T000000,4,1.5,1760,6150,1.5,0,0,3,7,1760,0,1951,0,98031,47.3871,-122.224,1760,8276
1276,20150309T000000,3,2,1360,8752,1,0,2,4,6,1360,0,1942,0,98033,47.6879,-122.208,2530,7680
1277,20140919T000000,3,1.75,2010,6150,2,0,0,5,7,2010,0,1939,0,98178,47.4975,-122.231,1770,7380
1278,20141008T000000,4,2.25,4470,86225,2,0,0,3,10,4470,0,1991,0,98053,47.6377,-121.985,3850,97049
1279,20140912T000000,4,3.25,2830,4000,2,0,0,3,9,1910,920,1912,2012,98144,47.5845,-122.291,2740,4000
1280,20150406T000000,4,2.25,3040,10283,1,0,0,4,8,1430,1610,1984,0,98074,47.6268,-122.038,1870,11074
1281,20140508T000000,4,2.25,2250,41688,2,0,0,3,8,2250,0,1980,0,98053,47.6695,-122.05,2350,37920
1282,20140811T000000,2,1,720,5000,1,0,0,5,6,720,0,1951,0,98126,47.5195,-122.374,810,5000
1283,20141027T000000,3,1.75,1340,12800,1,0,0,3,7,880,460,1981,0,98058,47.4437,-122.137,1500,7875
1284,20150122T000000,3,2,1610,8400,1,0,0,3,8,1610,0,1990,0,98022,47.1958,-122.009,1930,8459
1285,20141215T000000,4,2.5,2120,5293,2,0,0,3,7,2120,0,2003,0,98031,47.4217,-122.201,1990,5313
1286,20140812T000000,3,2,1850,16535,1,0,0,3,7,1850,0,1992,0,98014,47.6565,-121.912,1528,13295
1287,20150424T000000,4,2.5,2500,10215,2,0,0,3,9,2500,0,1998,0,98075,47.5912,-121.986,2890,10240
1288,20150504T000000,3,2.5,1980,9061,2,0,0,4,8,1980,0,1987,0,98074,47.6366,-122.029,1930,8869
1289,20140521T000000,3,3.25,3690,7200,2,0,0,3,11,3690,0,2007,0,98033,47.6815,-122.2,1880,7200
1290,20150429T000000,3,1,1130,8100,1.5,0,0,3,6,1130,0,1934,0,98168,47.4935,-122.306,1080,8100
1291,20140818T000000,3,2.5,2580,7500,2,0,0,3,9,2580,0,1991,0,98116,47.5577,-122.396,910,6500
1292,20140505T000000,4,2.5,3180,21904,2,0,3,3,9,3180,0,2000,0,98059,47.515,-122.117,3715,29170
1293,20140508T000000,3,1.75,1390,7399,1,0,0,4,7,1390,0,1975,0,98031,47.4183,-122.182,1460,7800
1294,20141210T000000,3,2,1690,6750,1,0,0,3,7,1210,480,1977,0,98023,47.3021,-122.375,1930,7350
1295,20141208T000000,5,3.25,3060,11778,2,0,0,3,8,3060,0,2004,0,98034,47.7212,-122.222,1840,10403
1296,20150219T000000,3,1.75,1560,5950,1,0,0,4,6,780,780,1944,0,98125,47.719,-122.307,1320,7830
1297,20140721T000000,2,1,680,2550,1,0,0,4,5,680,0,1901,0,98117,47.6767,-122.388,1120,5100
1298,20140619T000000,3,1.75,1150,8079,1,0,0,4,7,1150,0,1983,0,98030,47.3766,-122.18,1540,7399
1299,20141024T000000,3,2,2110,5800,1.5,0,0,4,7,1990,120,1927,0,98103,47.6645,-122.342,1620,4300
1300,20140512T000000,3,1,990,8012,1,0,0,4,7,990,0,1966,0,98058,47.4557,-122.181,1260,9060
1301,20141219T000000,3,2.5,2070,10908,2,0,0,3,8,2070,0,1986,0,98029,47.5665,-122.023,2220,10975
1302,20141215T000000,4,1.5,1830,6985,1,0,0,3,7,1080,750,1967,0,98028,47.7494,-122.236,1650,9501
1303,20141008T000000,3,2.5,1790,3962,2,0,0,3,8,1790,0,1992,0,98117,47.6894,-122.391,1340,3960
1304,20140729T000000,3,1.75,1560,82328,1,0,0,3,7,1560,0,1974,0,98070,47.3674,-122.503,2100,205603
1305,20140617T000000,3,2,1730,9000,1,0,0,3,8,1370,360,1978,0,98027,47.5202,-122.047,2390,10000
1306,20141007T000000,3,2.5,2280,3710,1,0,0,3,8,1550,730,1990,0,98072,47.735,-122.159,2030,3710
1307,20140924T000000,4,3,2860,5724,1,0,0,3,7,1730,1130,1983,0,98108,47.5427,-122.302,2340,7200
1308,20141016T000000,3,1.75,3670,11884,1,0,2,4,9,1950,1720,1979,0,98006,47.5604,-122.133,3020,9747
1309,20150317T000000,4,2.75,3270,9231,2,0,0,3,10,3270,0,1995,0,98052,47.6539,-122.121,3380,10154
1310,20141105T000000,5,2,2250,5472,1.5,0,0,5,7,1750,500,1930,0,98002,47.3065,-122.219,1540,5472
1311,20150216T000000,4,2.5,2510,17200,1,0,2,4,9,1540,970,1977,0,98052,47.6287,-122.089,2370,14621
1312,20150323T000000,4,2.5,3230,256132,2,0,0,3,9,3230,0,2006,0,98053,47.6544,-121.998,3080,217800
1313,20140923T000000,3,1,1720,16552,1,0,0,4,7,1720,0,1971,0,98059,47.4772,-122.153,1550,15457
1314,20150429T000000,2,2.25,1660,2128,2,0,0,4,8,1660,0,1974,0,98028,47.7528,-122.252,1640,2128
1315,20140620T000000,3,3.5,1890,1710,2,0,0,3,8,1640,250,1999,0,98103,47.6592,-122.349,1680,1562
1316,20140730T000000,2,2.25,1350,1248,2,0,0,3,7,1180,170,2000,0,98102,47.6399,-122.32,1760,3360
1317,20150212T000000,3,2.5,1450,11480,2,0,0,3,7,1450,0,1990,0,98014,47.672,-121.864,2080,87991
1318,20140619T000000,3,2.25,1640,7350,1,0,0,3,7,1140,500,1984,0,98003,47.2625,-122.3,1480,8041
1319,20150310T000000,3,2.5,1610,8064,1,0,2,4,7,1160,450,1981,0,98033,47.6818,-122.189,2260,8328
1320,20141226T000000,2,1,1010,10057,1,0,0,3,6,1010,0,1961,0,98023,47.3286,-122.336,1040,8591
1321,20150429T000000,3,1.5,1350,9315,1,0,0,3,7,1350,0,1968,0,98052,47.6587,-122.124,1840,9920
1322,20141203T000000,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,0,98144,47.5832,-122.29,3220,7700
1323,20150216T000000,5,3.25,3400,4499,2,0,0,3,8,2740,660,2005,0,98065,47.5385,-121.88,3400,6163
1324,20140714T000000,2,2,1270,5500,1.5,0,0,4,8,1270,0,1921,0,98122,47.6121,-122.294,1870,4400
1325,20140703T000000,4,2,1900,76877,1,0,0,3,8,1900,0,2004,0,98042,47.3491,-122.113,1740,34848
1326,20140729T000000,3,1.75,1570,10939,1,0,0,3,8,1200,370,1974,0,98052,47.6389,-122.102,1760,10200
1327,20141204T000000,3,2,1290,7952,1,0,0,3,7,1290,0,1998,0,98030,47.3867,-122.19,1670,7280
1328,20140719T000000,3,1,860,7467,1,0,0,3,6,860,0,1944,0,98178,47.4947,-122.237,1280,7467
1329,20140902T000000,3,1.5,1980,10203,1,0,0,4,7,1680,300,1946,0,98010,47.3402,-122.046,1980,13664
1330,20150206T000000,4,1.75,1650,7276,1,0,0,3,7,1010,640,1977,0,98011,47.7721,-122.206,1840,8550
1331,20140905T000000,3,2.5,2410,9916,2,0,0,4,10,2410,0,1989,0,98052,47.6911,-122.103,2310,8212
1332,20140507T000000,7,4.5,6210,8856,2.5,0,2,5,11,4760,1450,1910,0,98109,47.6307,-122.354,2940,5400
1333,20140827T000000,3,3,1850,9600,1,0,0,3,7,1230,620,1981,0,98028,47.7717,-122.25,1970,10000
1334,20140929T000000,3,1.75,2260,8512,1,0,0,3,7,1130,1130,1948,0,98125,47.7129,-122.304,2240,8040
1335,20150416T000000,4,3.5,2780,9550,2,0,4,5,10,2530,250,1978,0,98166,47.454,-122.373,2724,10634
1336,20150122T000000,2,1,1240,9900,1,0,0,3,7,940,300,1950,0,98168,47.4862,-122.326,1050,9375
1337,20140610T000000,3,1,970,6600,1,0,0,3,7,970,0,1965,0,98168,47.4836,-122.332,1200,6600
1338,20140619T000000,4,2.25,2150,20181,1,0,0,3,7,1090,1060,1963,0,98028,47.7627,-122.245,2150,10480
1339,20140930T000000,4,2.25,2080,7700,1,0,0,3,7,1450,630,1968,0,98058,47.4349,-122.17,1900,7980
1340,20140923T000000,4,2.5,2740,8400,1.5,0,2,3,8,2740,0,1993,0,98022,47.1947,-122.008,2030,8638
1341,20140523T000000,3,1.5,1110,9762,1,0,0,4,7,1110,0,1963,0,98052,47.676,-122.15,1900,9720
1342,20150327T000000,3,2,1720,10098,1,0,0,4,8,1140,580,1981,0,98074,47.6231,-122.043,1840,10098
1343,20150512T000000,3,1,1040,4000,1,0,0,3,7,1040,0,1950,0,98122,47.6178,-122.292,1170,4000
1344,20141216T000000,2,1.75,2210,9374,1,0,3,4,8,1560,650,1951,0,98107,47.6634,-122.359,2140,5640
1345,20141029T000000,3,2.5,1350,187313,1,0,0,4,7,1350,0,1997,0,98077,47.7369,-122.049,2310,49222
1346,20150311T000000,4,1.75,2030,15400,1,0,1,3,9,1130,900,1975,0,98166,47.4603,-122.365,2040,12425
1347,20140520T000000,2,1.75,1540,4025,1,0,0,4,7,1190,350,1908,0,98116,47.5876,-122.391,1950,4420
1348,20140916T000000,4,2.5,2720,7697,1,0,0,4,8,2120,600,1987,0,98058,47.4391,-122.161,2340,7700
1349,20140721T000000,3,1.75,1390,4602,1,0,0,3,7,930,460,1981,0,98117,47.6944,-122.366,1230,4800
1350,20150331T000000,3,2.5,1260,895,3,0,0,3,7,1160,100,2009,0,98133,47.7072,-122.336,1190,1095
1351,20140502T000000,4,1,1450,8800,1,0,0,4,7,1450,0,1954,0,98006,47.5746,-122.135,1260,8942
1352,20140922T000000,4,2.5,2680,7700,2,0,0,4,8,2680,0,1990,0,98031,47.4094,-122.17,2400,7700
1353,20140617T000000,5,3.5,2800,7350,2,0,0,3,7,2800,0,1995,0,98106,47.5273,-122.345,2190,7620
1354,20141212T000000,3,2.5,1676,18778,2,0,0,3,7,1676,0,1997,0,98014,47.6521,-121.905,1410,18778
1355,20150210T000000,3,1.75,2420,14862,1,0,0,3,8,1380,1040,1977,0,98023,47.3301,-122.365,2550,14675
1356,20140926T000000,4,3.5,3320,8808,2,0,0,3,9,3320,0,2005,0,98075,47.592,-121.989,3160,9226
1357,20141111T000000,4,2.5,3340,123600,2,0,0,3,10,3340,0,2005,0,98053,47.6101,-121.955,3730,123600
1358,20140707T000000,3,1.75,1940,7500,1.5,0,0,4,8,1940,0,1918,1985,98022,47.2062,-121.993,1650,7500
1359,20150107T000000,4,3.25,3730,7071,3,0,2,3,11,3730,0,1985,0,98109,47.6292,-122.355,3730,7680
1360,20150313T000000,2,1,1310,5200,1,0,0,3,7,910,400,1946,0,98115,47.6784,-122.304,1320,4794
1361,20140710T000000,6,4.5,4800,9097,2,0,0,3,10,3580,1220,2007,0,98112,47.6259,-122.291,2180,6037
1362,20150429T000000,4,2.5,2850,25993,2,0,0,4,9,2850,0,1989,0,98056,47.5318,-122.17,2480,12672
1363,20141008T000000,2,2.5,2310,3313,2,0,0,3,9,2310,0,2006,0,98119,47.6318,-122.365,2700,5670
1364,20140901T000000,4,2.5,1840,4011,2,0,0,3,9,1840,0,2005,0,98052,47.6662,-122.083,2120,4011
1365,20140811T000000,3,2.75,2720,31314,3,0,2,3,8,2720,0,1986,0,98042,47.3689,-122.163,2290,15188
1366,20141010T000000,3,1.75,2480,10804,1,0,0,3,8,1800,680,1976,0,98177,47.7721,-122.367,2480,10400
1367,20140528T000000,3,2.5,2190,10370,2,0,0,3,9,2190,0,1987,0,98074,47.6218,-122.03,2470,10472
1368,20150415T000000,3,1.75,2210,7920,1,0,0,3,7,1400,810,1966,0,98178,47.4968,-122.237,2220,7920
1369,20140730T000000,4,2.5,2340,7877,2,0,0,3,9,2340,0,2004,0,98125,47.73,-122.315,1920,9116
1370,20140715T000000,3,1,940,19000,1,0,0,3,6,940,0,1945,0,98004,47.5828,-122.19,2280,19000
1371,20141216T000000,3,1.75,1650,14633,1,0,0,4,7,1650,0,1958,0,98056,47.4984,-122.176,1370,12495
1372,20140520T000000,4,3.5,4380,74052,1,0,0,3,11,4380,0,2001,0,98053,47.6587,-122.009,5170,62291
1373,20140924T000000,4,1,2290,6300,1.5,0,4,4,7,2150,140,1921,0,98144,47.5917,-122.29,2390,6300
1374,20140928T000000,3,1.75,1690,7953,1,0,0,3,7,1690,0,1986,0,98030,47.3556,-122.175,1680,7425
1375,20140923T000000,2,1,1120,5650,1,0,1,3,6,720,400,1904,0,98118,47.5155,-122.255,2160,6480
1376,20150428T000000,4,2.5,2190,8100,1,0,0,4,8,1250,940,1978,0,98023,47.3131,-122.392,2100,8840
1377,20150416T000000,3,1,1620,13803,1,0,0,4,6,1620,0,1969,0,98038,47.3631,-122.028,1260,10370
1378,20140715T000000,3,2.5,1710,12677,2,0,0,3,8,1710,0,1996,0,98028,47.75,-122.234,1610,12160
1379,20150326T000000,3,2.5,2420,198198,2,0,0,3,9,2420,0,1997,0,98077,47.772,-122.022,2780,179467
1380,20150326T000000,3,1.75,2080,7800,1,0,0,5,7,1220,860,1955,0,98166,47.4536,-122.355,1770,7860
1381,20150410T000000,4,3.5,3920,19088,1,0,1,3,10,2240,1680,2005,0,98040,47.576,-122.214,3800,13749
1382,20141024T000000,5,2.5,4320,107157,1,0,0,4,8,2160,2160,1967,0,98038,47.4009,-122.059,2480,107157
1383,20141215T000000,2,1.5,1200,6380,1,0,0,3,7,1200,0,1929,0,98115,47.697,-122.319,1290,6598
1384,20140630T000000,2,1,870,5750,1,0,0,4,7,870,0,1947,0,98116,47.5637,-122.395,1100,5750
1385,20150402T000000,5,2.25,2640,14959,1,0,0,4,7,1770,870,1929,0,98039,47.6191,-122.234,3240,17904
1386,20140505T000000,3,1.75,1490,10125,1,0,0,4,7,1490,0,1962,0,98001,47.3075,-122.284,2488,4981
1387,20140728T000000,3,1.5,1620,5108,1,0,0,3,7,1620,0,1954,0,98115,47.6978,-122.316,1380,6130
1388,20140627T000000,3,1.75,2410,8944,1,0,0,4,8,1860,550,1967,0,98058,47.4494,-122.139,2750,9600
1389,20140912T000000,3,2.5,2280,6134,2,0,0,3,8,2280,0,2004,0,98065,47.5335,-121.854,2640,6167
1390,20150327T000000,4,2.5,2163,5882,2,0,0,3,7,2163,0,2006,0,98001,47.2736,-122.251,1760,9600
1391,20141010T000000,3,2.5,1950,7481,2,0,0,3,8,1950,0,1987,0,98027,47.564,-122.091,1980,8479
1392,20150206T000000,4,2,1510,3240,1,0,0,5,7,870,640,1901,0,98144,47.5972,-122.296,1420,5160
1393,20150312T000000,5,2.75,1650,5453,1,0,0,3,7,1650,0,1970,0,98118,47.5293,-122.285,1670,5885
1394,20150120T000000,2,1,780,6380,1,0,0,3,6,780,0,1947,0,98106,47.5423,-122.351,1270,6960
1395,20140515T000000,2,1,1490,6000,1,0,0,3,7,1090,400,1946,0,98112,47.6296,-122.3,1590,6000
1396,20141001T000000,4,3.25,3730,7200,2,0,0,3,10,2810,920,2006,0,98033,47.6824,-122.199,2490,7200
1397,20150507T000000,4,2.25,1780,8820,1,0,0,4,8,1480,300,1966,0,98032,47.3618,-122.289,1780,8625
